FEN,Evaluation
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/1PN1PN2/P4PPP/R1BQKB1R b KQkq -,0
r1bqk2r/pp1n1ppp/2p1pn2/3p4/1bPP4/1PN1PN2/P4PPP/R1BQKB1R w KQkq -,0
r1bqk2r/pp1n1ppp/2p1pn2/3p4/1bPP4/1PN1PN2/P2B1PPP/R2QKB1R b KQkq -,0
2rq1r1k/pp3p1p/1b1p4/3p4/4P3/3B1PR1/Pn2NP1P/R6K w - -,-1664
r1bqk1nr/1ppnppbp/p2p2p1/8/3PP3/3B1N2/PPP2PPP/RNBQ1RK1 w kq -,64
r3rbk1/6p1/pn1p2p1/np2P1B1/3p4/5Q2/PP3PP1/R3R1K1 b - -,528
r5kr/5p1p/p1q4B/1pp1Rp2/8/1PPP4/1P3PPP/R5K1 w - -,-545
r1bqkb1r/2pp1ppp/p1p2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq -,28
r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq -,6
r3rbk1/6p1/pn4p1/np2p1B1/3p4/5Q2/PP3PP1/R3R1K1 w - -,653
r1bqkb1r/pp1npppp/3p1n2/2p5/B2P4/5N2/PPP2PPP/RNBQR1K1 b kq -,62
r1bqkb1r/2p2ppp/p1pp1n2/4p3/4P3/3P1N2/PPP2PPP/RNBQ1RK1 w kq -,48
r1q1k2r/pp2bppp/2n1pn2/3p3b/3P1B2/1QPB1N1P/PP1N1PP1/R3K2R w KQkq -,37
2r2rk1/p4pnp/1p2p1p1/nPqbRN2/8/P2B4/1BP2PPP/3R2K1 w - -,-1004
r1bqkb1r/ppp2ppp/2nn4/8/3Q4/2N2N2/PPP2PPP/R1B1KB1R w KQkq -,40
rnbqkb1r/pp1ppppp/5n2/2p5/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq -,-14
3r1rk1/bpq2ppp/p1b1p3/2P5/1P2B3/P4Q2/1B3PPP/2R2RK1 w - -,715
r5kr/4Rp1p/p1q2p1B/1pp5/8/1PPP4/1P3PPP/R5K1 w - -,15
r1bq1rk1/pppp1ppp/5n2/2b1N3/B2nP3/2N5/PPPP1PPP/R1BQK2R w KQ -,67
r1bqkb1r/pppp2pp/2n2n2/5p2/2PPp2N/2N3P1/PP2PP1P/R1BQKB1R b KQkq -,44
r1bk1b1r/ppp1nppp/2n5/1B2p3/4P3/5N2/PPP2PPP/RNB1K2R w KQ -,61
rn1q1rk1/pb2bppp/1p2p3/2Pn4/8/1P3NP1/PB2PPBP/RN1Q1RK1 b - -,25
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQ -,48
r1b1kb1r/pp2nppp/1qn1p3/3pP3/3p4/N1P2N2/PP2BPPP/R1BQK2R w KQkq -,7
2rq1r1k/pp3pRp/1b1p4/3p4/2n1P3/3B1P2/PB2NP1P/6RK b - -,-1723
rnbqkb1r/pppp1ppp/8/4P3/3Qn3/5N2/PPP2PPP/RNB1KB1R b KQkq -,13
2r2rk1/p3ppbp/3p1np1/q2B4/1p1BP3/5P2/PPPQ2PP/1K1R3R w - -,148
rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N2N2/PP2BPPP/R1BQK2R w KQ -,64
2q2rk1/4bppp/4p3/p7/1p6/1Q2P3/PP1B1PPP/5RK1 b - -,-244
r1b1kb1r/pp2nppp/1qn1p3/3pP3/3P4/N4N2/PP2BPPP/R1BQK2R b KQkq -,0
rn1q1rk1/pb3ppp/1p2p3/2bn4/8/1P3NP1/PB2PPBP/RN1Q1RK1 w - -,14
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,25
r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq -,49
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N3P1/PPP2P1P/R1BQKB1R b KQkq -,5
rnbqkb1r/pppp1ppp/8/4p3/3Pn3/5N2/PPP2PPP/RNBQKB1R w KQkq -,34
rn1qkbnr/pp2pppp/2p1b3/8/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq -,58
r1b1kb1r/pp3ppp/1qn1p3/3pPn2/3P4/N4N2/PP2BPPP/R1BQK2R w KQkq -,45
rnb1k1nr/ppppqppp/8/2b1p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq -,-5
3r1rk1/bpq2ppp/p1b1p3/2P5/1P2B3/P1Q5/1B3PPP/2R2RK1 b - -,170
rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq -,-52
r1bqkb1r/pppppppp/2n5/4P3/8/2P2N2/PPP2PPP/R1BQKB1R b KQkq -,32
rnbqkb1r/ppp2ppp/8/3pp3/3Pn3/3B1N2/PPP2PPP/RNBQK2R w KQkq -,37
rnbqkbnr/pp1ppp1p/6p1/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,54
rnbqkbnr/ppp2ppp/4p3/3pP3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq -,0
r1bqkbnr/pp1p1ppp/4p3/1Bp5/3nP3/2N2N2/PPPP1PPP/R1BQK2R w KQkq -,11
rnbqkbnr/ppp1pppp/8/3p4/5P2/5N2/PPPPP1PP/RNBQKB1R b KQkq -,-31
r1bqk1nr/ppp2ppp/2p5/2b1p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,-14
rnbqkbnr/pp3ppp/4p3/2ppP3/8/5N2/PPPP1PPP/RNBQKB1R w KQkq -,13
rnbqkb1r/pp1ppp1p/5np1/8/3QP3/5N2/PPP2PPP/RNB1KB1R w KQkq -,48
r4rk1/p3ppbp/3p2p1/q2n4/1p1BP3/5P2/PPPQ2PP/1K1R3R w - -,22
r1bqkb1r/pppn1ppp/8/3pN3/3Pn3/3B4/PPP2PPP/RNBQK2R w KQkq -,31
rnbqkb1r/pp1ppp1p/5np1/4P3/3Q4/5N2/PPP2PPP/RNB1KB1R b KQkq -,17
r1bqkb1r/pppn1ppp/8/3p4/3Pn3/3B1N2/PPP2PPP/RNBQK2R b KQkq -,0
r1b1kb1r/pp3ppp/1qn1p3/3pPn2/3P4/5N2/PPN1BPPP/R1BQK2R b KQkq -,29
r4rk1/p3ppBp/3p2p1/q2n4/1p2P3/5P2/PPPQ2PP/1K1R3R b - -,7
rnbqkbnr/pp1ppppp/2p5/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq -,19
rnbqkb1r/pppp1ppp/4pn2/8/3P4/4P2P/PPP2PP1/RNBQKBNR b KQkq -,-9
2r4k/p4rnp/1p2p1p1/nPqbR3/8/P2B4/1BP2PPP/3R2K1 w - -,-1484
r1bqkb1r/pp1ppp1p/2n2np1/4P3/3Q4/5N2/PPP2PPP/RNB1KB1R w KQkq -,16
rnbqkbnr/pp3ppp/8/2pp4/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,28
rnbqk2r/ppp2ppp/4pb2/3pP3/3P4/2N5/PPP2PPP/R2QKBNR b KQkq -,-61
r1bqkb1r/ppp2ppp/8/2npP3/8/3B4/PPP2PPP/RNBQ1RK1 w kq -,21
rnbqkbnr/pppppppp/8/8/8/8/PP1PPPPP/RNBQKBNR w KQkq -,-85
r1bqkbnr/pp1p1ppp/4p3/1Bp5/3nP3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq -,-13
rn1qkbnr/ppp1pppp/8/3p4/3P4/3bP3/PPP2PPP/RNBQK1NR w KQkq -,10
r1bqkb1r/pp1ppp1p/2n2np1/4P3/8/2Q2N2/PPP2PPP/RNB1KB1R b KQkq -,-34
r1q1kb1r/pp3ppp/2n1pn2/3p4/3P1Bb1/1QPB4/PP1N1PPP/R3K1NR w KQkq -,46
r2qkb1r/ppp2ppp/2np1n2/1B2p3/4P1b1/2N2N2/PPPP1PPP/R1BQR1K1 b kq -,26
r3kb1r/pp1b1ppp/1qn1p3/3pPn2/3P4/5N2/PPN1BPPP/R1BQ1RK1 b kq -,31
rn1qkbnr/ppp1pppp/8/3p4/3P4/3QP3/PPP2PPP/RNB1K1NR b KQkq -,17
rnbqkb1r/1p3ppp/p2p1n2/4p3/2B1P3/2N2N2/PPP2PPP/R1BQK2R b KQkq -,16
r1bqkb1r/ppp2ppp/2n2n2/3pP3/2Bp4/5N2/PPP2PPP/RNBQK2R w KQkq d6,0
r1bqk2r/pppp1ppp/5n2/2b1N3/B2nP3/2N5/PPPP1PPP/R1BQK2R b KQkq -,-5
r1bqkb1r/pp1p1p1p/2n1pnp1/4P3/8/2Q2N2/PPP2PPP/RNB1KB1R w KQkq -,0
r1bqkbnr/1p1p1ppp/p3p3/1Bp5/3nP3/2N2N2/PPPP1PPP/R1BQ1RK1 w kq -,0
r1bq1rk1/pppnnpbp/3p2p1/3Pp3/2P1P3/2N5/PP2BPPP/R1BQNRK1 w - -,87
r1b1k1nr/pppp1ppp/2n5/8/1b1NP2q/2NQ4/PPP2PPP/R1B1KB1R b KQkq -,0
r1bqkbnr/1p1p1ppp/p3p3/2p5/3nP3/2NB1N2/PPPP1PPP/R1BQ1RK1 b kq -,0
r1bq1rk1/pppn2bp/3p2n1/3Pp1p1/2P1Pp2/2NN1P2/PP2BBPP/R2Q1RK1 w - -,64
r1b1k2r/ppppqppp/5n2/2b1N3/B2nP3/2N5/PPPP1PPP/R1BQK2R w KQkq -,127
rnbqkb1r/pppppp1p/5np1/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq -,24
rn2kbnr/pp2pppp/2p5/8/4PPb1/8/PPP1B1PP/RNBK2NR b kq -,40
r1bqkb1r/1ppp1p1p/p1n2np1/4p3/B3P3/2PP1N2/PP3PPP/RNBQK2R b KQkq -,13
rnbqkbnr/pp3ppp/4p3/4P3/3p4/3B1N2/PP1P1PPP/RNBQK2R b KQkq -,0
r1b1k2r/pppp1ppp/2n2n2/8/1b1NP2q/2NQ4/PPP2PPP/R1B1KB1R w KQkq -,0
2rq1r2/pp3p1k/1b1p4/3p4/2n1P3/3B1P2/PB2NP1P/R6K w - -,-1494
rnbqkb1r/pp1n1ppp/4p3/2ppP3/3P4/2PB4/PP1N1PPP/R1BQK1NR b KQkq -,55
r2qkbnr/ppp1pppp/2n5/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq -,38
r1b1k2r/pppp1ppp/2n2n2/5N2/1b2P2q/2NQ4/PPP2PPP/R1B1KB1R b KQkq -,0
1rb2rk1/ppq2ppp/4pn2/2p1Q3/2PP4/5N2/PPBR1PPP/3R2K1 b - -,259
r1bqk2r/pppn1ppp/3b4/3p4/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 b kq -,0
r3k2r/6Rp/p4p1B/1pp2p2/8/1PPP4/1P3PPP/6K1 w - -,16
r2qkbnr/ppp2ppp/2n1p3/3p1b2/2PP1B2/4PN2/PP3PPP/RN1QKB1R b KQkq -,-47
r2qk2r/ppp2ppp/2nb1n2/3pp3/6b1/3P1NPP/PPPNPPB1/R1BQ1RK1 b kq -,11
rn2kb1r/ppq1pppp/5n2/3p4/3P2b1/1QPB4/PP2NPPP/RNB1K2R b KQkq -,11
r1bqkbnr/pp3ppp/2n1p3/4P3/3p4/3B1N2/PP1P1PPP/RNBQK2R w KQkq -,0
r1bqk1nr/1p1p1ppp/p2bp3/2p5/4P3/2NB1Q2/PPPP1PPP/R1B2RK1 w kq -,27
r1bqkb1r/pppn1ppp/4pn2/8/Q1pP4/5NP1/PP2PP1P/RNB1KB1R w KQkq -,0
rnbqkbnr/pp1ppppp/2p5/8/7P/8/PPPPPPP1/RNBQKBNR w KQkq -,0
r1bqkb1r/pp1n1ppp/2n1p3/3pP3/3P4/3B4/PP1NNPPP/R1BQK2R b KQkq -,48
r2qkbnr/ppp2ppp/2n1p3/5b2/2pP1B2/4PN2/PP3PPP/RN1QKB1R w KQkq -,74
rn2kb1r/ppq1pppp/5n2/3p4/3P4/1QPB4/PP2bPPP/RNB1K2R w KQkq -,17
r4rk1/p3pp1p/3p2p1/q7/1p2P3/2B2P2/PPPQ2PP/1K1R3R b - -,7
r2qkbnr/ppp2ppp/2n1p3/5b2/2BP1B2/4PN2/PP3PPP/RN1QK2R b KQkq -,52
r4rk1/p3pp1p/3p2p1/q7/4P3/2p2P2/PPPQ2PP/1K1R3R w - -,0
rnbqkbnr/ppp2ppp/4p3/8/4p3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq -,-40
r1bqkb1r/pp1n2pp/2n1pp2/3pP3/3P4/3B4/PP1NNPPP/R1BQK2R w KQkq -,51
rnb1kbnr/ppp1pppp/8/3q4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq -,29
5rk1/1R3R1p/4N1p1/p7/8/1P3PP1/r2n2KP/8 b - -,532
rnbqk2r/pppp1ppp/4p3/8/2PPn3/2P2N2/P3PPPP/R1BQKB1R w KQkq -,93
2kr1bnr/ppp1pppp/2n5/3q4/2PP2b1/5N2/PP2BPPP/RNBQK2R b KQ -,0
r3k2r/ppp2ppp/2p5/4P3/4P1b1/8/PPP2KPP/RNBq1B1R w kq -,-677
r4rk1/p3pp1p/3p2p1/8/4P3/2P2P2/P1P3PP/1K1R3R b - -,0
5rk1/1R5p/4N1p1/p7/8/1P3RP1/r2nP1KP/8 b - -,0
2kr1bnr/ppp1pppp/2n5/5q2/2PP2b1/5N2/PP1NBPPP/R1BQK2R b KQ -,-22
rnbqkb1r/pp1p1ppp/2p1pn2/8/2PP1B2/8/PP2PPPP/RN1QKBNR w KQkq -,44
rnbqkbnr/pp2pppp/8/3p4/3P4/8/PP2PPPP/RNBQKBNR w KQkq -,19
r1bqk2r/ppp2ppp/2n2n2/2bpP3/2B5/2N2N2/PP3PPP/R1BQK2R w KQkq d6,124
rnbqkbnr/ppp2ppp/8/3p4/2PP4/8/PP3PPP/RNBQKBNR b KQkq -,0
r3kb1r/pppqn1pp/2n1bp2/3pp3/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 w kq -,13
rnbqkbnr/pp2pppp/8/3p4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq -,15
rnbqkb1r/ppp2ppp/3p1n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -,35
rn1qkbnr/pp2pppp/8/3p1b2/3P4/1QN5/PP2PPPP/R1B1KBNR b KQkq -,82
rnbqkb1r/ppp2ppp/3p4/8/3Pn3/5N2/PPP2PPP/RNBQKB1R b KQkq -,40
8/3P2k1/n2K1N1p/2p3n1/1b6/2p1p1P1/8/3B4 w - -,380
r1r3k1/p3pp1p/3p2p1/8/4P3/2P2P2/P1P3PP/1K1R3R w - -,0
r1b1k2r/ppp2ppp/2p2n2/2b5/3qP3/2N5/PPPPBPPP/R1BQK2R w KQkq -,30
rnbqkbnr/ppp2ppp/8/3p4/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq -,-21
rn1qkbnr/pp3ppp/4p3/3p1b2/3P4/2NB1N2/PPP2PPP/R1BQK2R b KQkq -,-17
r1bqkb1r/ppp3pp/2np1n2/5p2/2PPp2N/2N3P1/PP2PP1P/R1BQKB1R w KQkq -,88
r1b1k2r/ppp2ppp/2p2n2/2b5/3qP3/2N5/PPPPBPPP/R1BQ1RK1 b kq -,17
rn1qkbnr/pbp2ppp/1p2p3/3p4/3P4/4PN2/PPP1BPPP/RNBQK2R w KQkq -,-5
r2qkbnr/pp2pppp/2n5/3p1b2/3P4/1QN5/PP2PPPP/R1B1KBNR w KQkq -,71
rnbqkb1r/pppp2pp/8/4N3/4n3/8/PPPP1PPP/RNBQK2R w KQ -,-66
r1b1k2r/ppp2ppp/2p5/2b5/3qn3/2N5/PPPPBPPP/R1BQ1RK1 w kq -,22
rnbqkb1r/ppp2ppp/8/3p4/3Pn3/3B1N2/PPP2PPP/RNBQK2R b KQkq -,28
r1bq1rk1/pppp1ppp/5n2/2b5/B2nP3/2NN4/PPPP1PPP/R1BQK2R b KQ -,13
rnbqkbnr/ppp2ppp/8/3P4/5p2/5N2/PPPP2PP/RNBQKB1R b KQkq -,-10
r2qkbnr/pp2pppp/2n5/3p1b2/3P4/1QN2N2/PP2PPPP/R1B1KB1R b KQkq -,135
rnbqkb1r/pp2pppp/8/2p5/4P3/2P2N2/PP3PPP/R1BQKB1R b KQkq -,58
4r2k/1R4Rp/6p1/p5N1/8/1P4PK/r2nPp1P/8 w - -,294
rnk2b1r/pp2pp1p/2p2p2/8/5B2/5N2/qPP2PPP/2KR3R w - -,-1423
4r2k/1R4Rp/6p1/p5N1/8/1P3pPK/r2nP2P/8 b - -,251
r2qkb1r/pQ2pppp/2n2n2/3p1b2/3P4/2N2N2/PP2PPPP/R1B1KB1R b KQkq -,124
r1bqkb1r/ppp2ppp/2n5/3p4/3Pn3/3B1N2/PPP2PPP/RNBQK2R w KQkq -,51
rn1qk2r/pbppp1bp/1p3np1/5p2/2PP4/2N2NP1/PP2PPBP/R1BQK2R w KQkq -,95
rn2kbnr/pp3ppp/2p1b3/4P3/4P3/8/PPP3PP/RNBK1BNR w kq -,55
r1bqk1nr/p2pppbp/2p3p1/8/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq -,13
rnbqkb1r/pppp3p/6N1/7Q/4n3/8/PPPP1PPP/RNB1K2R b KQ -,-79
rnb1kb1r/ppp1qppp/8/3n4/8/5N2/PP1PBPPP/RNBQK2R b KQkq -,-49
r1bqkbnr/pp3ppp/2n5/3p4/2pP4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq -,52
r1bq1rk1/ppp2ppp/2np1n2/4p3/1PBbP3/P1N2N2/2PP1PPP/R1BQ1RK1 w - -,0
rnbqkbnr/pp2pppp/8/2p5/3pP3/8/PPPPNPPP/R1BQKBNR w KQkq -,0
rn1qkbnr/pp2pppp/8/3p4/3P2b1/2N4P/PP2PPP1/R1BQKBNR b KQkq -,71
r1bq1rk1/pppp1ppp/2n2n2/4p1B1/4P3/2PP1N2/P1P2PPP/R2QKB1R w KQ -,31
r1b1k2r/pp1pppbp/2n2np1/8/1qB1P3/1NN1B3/PPP2PPP/R2QK2R w KQkq -,-118
rn1qkb1r/ppp1pppp/5n2/3p1bB1/3P4/2N5/PPP1PPPP/R2QKBNR w KQkq -,0
rn2kbnr/pp3ppp/2p1b3/4P3/4P3/5N2/PPP3PP/RNBK1B1R b kq -,44
r3kbnr/pp1n1ppp/2p1b3/4P3/4P3/5N2/PPP3PP/RNBK1B1R w kq -,40
rn1qk1nr/pbpp2pp/1p2p3/5p2/1bPPP3/2NB1P2/PP4PP/R1BQK1NR b KQkq -,0
r1bqk1nr/ppp2ppp/2np4/2b1P3/3PP3/5N2/PPP3PP/RNBQKB1R b KQkq -,-87
rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -,0
rnbqkbnr/pp2pppp/2p5/3pP3/8/2P5/PP1P1PPP/RNBQKBNR b KQkq -,32
r1bqk1nr/p2p1pbp/2p1p1p1/8/2B1P3/2N5/PPP2PPP/R1BQK2R w KQkq -,79
r1bqkb1r/pppnpppp/5n2/3p2B1/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQkq -,-32
r4rk1/p3ppBp/3p2p1/q7/1p2P3/2P2P2/P1PQ2PP/1K1R3R b - -,-7
rnbqkb1r/pp2pppp/5n2/3p4/3P4/1P3N2/P1P2PPP/RNBQKB1R b KQkq -,-17
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -,0
7k/4r1Rp/4N1p1/p7/8/1P3pPK/r2nP2P/8 w - -,0
rnbqkb1r/pp4pp/2p1pn2/3p1p2/3P1B2/4PN1P/PPP2PP1/RN1QKB1R w KQkq -,87
4bk2/ppp2Pp1/2np3p/2b5/2B2Bnq/2N5/PP4PP/5R1K w - -,-790
rn1qkbnr/pp3ppp/2p1p3/3pPb2/3P4/2P5/PP3PPP/RNBQKBNR w KQkq -,29
r4rk1/p4ppp/1p1ppn2/1Pp5/2nP3N/2P3P1/P3PP1P/R1BR2K1 b - -,-296
rnbqkbnr/pp2pppp/3p4/2p5/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq -,-20
rnbqkb1r/pppp3p/6p1/4N2Q/4n3/8/PPPP1PPP/RNB1K2R w KQ -,-33
4k3/ppp3p1/2np3p/2b5/2B2Bnq/2N5/PP4PP/5R1K w - -,-789
r1bqkb1r/pppp1ppp/2n5/4P3/2Bp2n1/5N2/PPP2PPP/RNBQK2R w KQkq -,16
rnbqkbnr/pp1ppppp/8/2p5/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq -,0
r1bqk1nr/pp3ppp/2n5/3p4/1bpP4/2N2NP1/PP2PPBP/R1BQK2R w KQkq -,94
1r3rk1/p3ppBp/3p2p1/q7/1p2P3/2P2P2/P1PQ2PP/1K1R3R w - -,0
rnbqkbnr/pp2pppp/8/2pP4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq -,71
r1bqkb1r/pppp1ppp/2n5/4P3/2Bp2n1/5N2/PPP2PPP/RNBQ1RK1 b kq -,13
3r1k1r/pb2bppp/1p3n2/8/8/1P1q1N2/PB1N1PPP/2RQR1K1 w - -,470
2rq1r2/pp3pkp/1b1p4/3pP3/2n5/3B1P2/PB2NP1P/R6K w - -,-1446
1r3rk1/p3ppBp/3p2p1/q7/1P2P3/5P2/P1PQ2PP/1K1R3R b - -,-10
rnb1kbnr/pp2pppp/8/2pq4/8/5N2/PPPP1PPP/RNBQKB1R w KQkq -,89
rnbqkb1r/ppp3pp/4pn2/3p1p2/3P1B2/4PN1P/PPP2PP1/RN1QKB1R b KQkq -,78
r2qkb1r/pppnppp1/7p/5b2/3PP2B/4nP2/PPP3PP/R2QKBNR w KQkq -,25
r1bqk2r/pp2nppp/2n5/3p4/1bpP4/2N2NP1/PP2PPBP/R1BQ1RK1 w kq -,90
r1b1kbnr/ppppqp1p/2n5/8/2BPPp2/5Q2/PPP3PP/RNB2RK1 w kq -,-98
r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq -,37
r1b1kb1r/ppp2ppp/2p5/4P3/3Pn2q/8/PPP2PPP/RNBQKB1R w KQkq -,340
rnbqkb1r/pp2pppp/5n2/2pp4/3P4/1P2PN2/P1P2PPP/RNBQKB1R b KQkq -,-25
r1b1kb1r/ppp2ppp/4q3/8/P3Q3/8/1PP2PPP/RNB2RK1 w kq -,0
rnbqkb1r/pppp1ppp/3n4/4p3/2B5/3P1N2/PPP2PPP/RNBQK2R w KQkq -,0
1r3rk1/p3ppBp/3p2p1/8/1Q2P3/5P2/P1P3PP/1K1R3R b - -,-13
r1bqk2r/ppp2ppp/2p2n2/2b5/2B1P3/2N5/PPPP1PPP/R1BQK2R b KQkq -,-57
5bk1/3q2pp/4p3/ppp1P3/8/2PP4/PP4PP/5RK1 w - -,-1020
r1bqk2r/ppp2ppp/2p5/2b5/2B1P1n1/2N5/PPPP1PPP/R1BQK2R w KQkq -,-67
r1b1k2r/pp1pppbp/2n2np1/8/1q2P3/1NNBB3/PPP2PPP/R2QK2R b KQkq -,-149
3r1k1r/p3Rppp/1p3n2/8/8/1P1q1b2/PB1N1PPP/2RQ2K1 w - -,683
r1bq1rk1/ppp2ppp/3p1n2/2b1N3/B2nP3/2N5/PPPP1PPP/R1BQ1RK1 w - -,-172
r1bqkb1r/pppp1ppp/2nn4/4p3/8/1B1P1N2/PPP2PPP/RNBQK2R w KQkq -,-5
r1bqkb1r/pppp1ppp/2nn4/4p3/8/1B1P1N2/PPP2PPP/RNBQ1RK1 b kq -,0
r1bqk2r/ppp2ppp/2p5/2b5/2B1P1n1/2N5/PPPP1PPP/R1BQKR2 b Qkq -,-36
r1bqk2r/pppp1ppp/2n2n2/4p1B1/4P3/2PP1N2/P1P2PPP/R2QKB1R b KQkq -,-16
rnbqkbnr/ppp1pppp/8/8/2pP4/4P3/PP3PPP/RNBQKBNR b KQkq -,32
rn1qkbnr/pbpp1ppp/1p2p3/8/2PPP3/8/PP3PPP/RNBQKBNR w KQkq -,72
r1b1k2r/ppp2ppp/2p2q2/2b5/2B1P1n1/2N5/PPPP1PPP/R1BQKR2 w Qkq -,-39
r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq -,95
rnbqkbnr/ppp2ppp/8/3pp3/8/3PP3/PPP2PPP/RNBQKBNR w KQkq -,-13
rnbqkb1r/ppp1pppp/1n6/3pP3/3P4/1B6/PPP2PPP/RNBQK1NR w KQkq -,89
rnbqkbnr/p2ppppp/1p6/2p5/P3P3/5N2/1PPP1PPP/RNBQKB1R b KQkq -,25
r1b1k2r/pp1pppbp/2n3p1/8/1q2n3/1NNBB3/PPP2PPP/R2QK2R w KQkq -,-120
5rk1/p3pp1p/3p2p1/8/1r2P3/5P2/PBP3PP/1K1R3R b - -,-12
rnbqkb1r/pp4pp/4pn2/2pp1p2/3P1B2/4PN1P/PPP2PP1/RN1QKB1R w KQkq -,68
r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/4B3/PPP2PPP/RN1QKB1R b KQkq -,0
r1bqkb1r/pp2pppp/2n2n2/3p4/3P1B2/2N5/PP2PPPP/R2QKBNR w KQkq -,22
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/1QN5/PP2PPPP/R1B1KBNR b KQkq -,0
rnbqkbnr/pppp1ppp/8/4p3/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq -,11
rnbqkbnr/ppp1pppp/8/3pP3/8/8/PPPP1PPP/RNBQKBNR b KQkq -,0
r1bqkb1r/pppp1ppp/2nn4/4p3/8/1BNP1N2/PPP2PPP/R1BQK2R b KQkq -,-66
r2qkb1r/pp2pppp/2n2n2/3p4/3P2b1/1P3N2/PBP2PPP/RN1QKB1R w KQkq -,-13
2rq1r1k/pp3pRp/1b1p4/8/2npP3/2BB1P2/P3NP1P/R6K w - -,-1201
r1bqkb1r/pp3ppp/2n1pn2/3p4/3P1B2/2NBP3/PP3PPP/R2QK1NR b KQkq -,51
1r4k1/p3pp1p/3p2p1/8/1r2P3/5P2/PBP3PP/1K1R3R w - -,0
r1bqk2r/ppppbppp/2nn4/4p3/8/1BNP1N2/PPP2PPP/R1BQ1RK1 b kq -,-75
rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq -,0
r1bqk1nr/pp1pppbp/2n3p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,32
rnbqkb1r/ppp1pppp/5n2/3P4/2P5/8/PP1P1PPP/RNBQKBNR b KQkq -,13
rnbqkb1r/ppp2ppp/5n2/3Pp3/2P5/8/PP1P1PPP/RNBQKBNR w KQkq e6,72
rnbqkb1r/ppp2ppp/4Pn2/8/2P5/8/PP1P1PPP/RNBQKBNR b KQkq -,44
r1bqkb1r/pppp1ppp/2nn4/1B2P3/8/5N2/PPP2PPP/RNBQ1RK1 b kq -,0
rn1qk1nr/pbpp1ppp/1p2p3/8/1bPPP3/2N5/PP3PPP/R1BQKBNR w KQkq -,37
rnbqkb1r/pp3ppp/2p1pn2/8/2p5/5NP1/PP1PPPBP/RNBQ1RK1 w kq -,23
r1bq1rk1/ppp2ppp/3p1n2/2b5/B2nP3/2NN4/PPPP1PPP/R1BQ1RK1 b - -,-646
r1bq1b1r/ppp2kpp/2n2n2/8/2P5/5N2/PP1P1PPP/RNBQKB1R b KQ -,19
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/P1N2N2/1PPP1PPP/R1BQKB1R b KQkq -,0
